AAPL,AMZN,GOOGL,FB,GM,AMD,MSFT,MCD,MMM,SHLD,WMT,INTC
91.278660711035,91.278660711035,698.96,681.14,108.97,26.062435549585,4.72,46.771912565584,112.31745965834,153.54963915392,12.56,69.114503371846
93.917337198399,93.917337198399,722.08,685.2,112.08,26.858235108351,4.88,48.123981068409,115.34993449349,153.72302184665,13.49,69.559156120812
93.379829025047,93.379829025047,710.6,714.87,115.08,28.250884336191,5.21,50.13276855832,117.05932317444,151.1030167121,13.84,69.694485218323
93.731652556696,93.731652556696,715.82,710.47,113.91,27.77719412264,5.02,49.244266399321,116.48952694746,152.45154876665,13.71,69.356162474545
92.940049610487,92.940049610487,714.01,708.88,114.38,27.957196403789,5.45,49.437419042582,118.43069714448,153.14507953756,14.06,69.075837915414
93.164825755707,93.164825755707,706.39,706.13,113.37,28.089829663584,5.1,48.355764240322,119.19364463485,151.44014972574,13.96,68.727848807528
95.334404200873,95.334404200873,717.51,704.25,113.02,27.691929884201,5.26,48.4137100333,118.08302487038,150.42875068483,14.24,68.582853345909
94.933716289828,94.933716289828,714.26,724.25,114.39,27.492979994509,4.75,48.664808469539,118.27617613377,151.90250357301,13.41,68.921176089687
95.24644831796,95.24644831796,719.3,732.19,114.6,27.341399126173,4.42,47.988774218126,118.06370974404,150.69845709574,13.19,68.747181535744
95.129173807411,95.129173807411,715.24,733.25,114.94,27.31297771336,4.39,48.123981068409,118.31480638644,151.01632536574,12.2,68.582853345909
96.585332313401,96.585332313401,717.91,731.88,113.95,27.549822820135,4.4,48.423367665463,118.77836941857,150.86220741665,12.01,68.176866053375
97.386708135489,97.386708135489,727.65,733.19,116.62,27.530875211593,4.32,49.71749037531,118.16994293891,149.81227888846,12.5,68.76651426396
96.692833948071,96.692833948071,726.64,742.52,118.56,27.815089339724,4.52,49.852697225592,118.58521815518,148.29999651301,12.83,68.71818244342
96.780789830983,96.780789830983,723.74,742.93,118.39,28.014039229416,4.46,50.25831777644,117.92850385968,145.13094618482,13.5,68.901843361471
96.389874795818,96.389874795818,726.73,731.09,117.76,28.275940097003,4.51,50.316263569418,117.72569503312,146.84550836846,13.5,68.660184258772
95.6960006084,95.6960006084,725.54,730.06,118.79,28.051453639071,4.47,50.345236465907,117.82227066481,147.97391224886,13.32,68.679516986988
95.500543090818,95.500543090818,728.24,735.86,118.47,27.686663144932,4.16,50.016876972364,117.19452905881,147.17064168993,13.02,68.505522433045
96.223735905873,96.223735905873,719.44,744.27,118.93,28.304000904244,4.24,50.683253591614,117.02069292177,146.75944366571,13.44,68.582853345909
97.591938528951,97.591938528951,722.79,748.46,118.78,28.266586494589,4.43,51.040585981646,116.93440861599,146.73075543147,12.5,68.147866961051
98.070809447028,98.070809447028,712.24,748.85,118.81,29.258068350455,4.57,51.185450464091,117.02069292177,145.85098291454,13.26,68.418525156074
98.129446702303,98.129446702303,714.91,747.6,119.38,29.360957977007,4.6,50.528731477005,118.16156318702,141.40430660617,13.3,68.38952606375
97.357389507852,97.357389507852,708.35,736.93,119.47,29.267421952869,4.35,50.113453293994,118.67926902167,142.2267026546,13.34,68.486189704829
95.676454856642,95.676454856642,704.2,738.1,117.89,29.604151639766,4.18,50.335578833744,118.17115033211,144.39744571267,12.52,68.128534232835
94.23984210241,94.23984210241,696.75,733.03,117.7,29.042935494937,4.2,49.823724329103,118.83266334305,140.87835564497,11.97,67.896541494244
93.057324121036,93.057324121036,702.8,717.25,115.97,28.612669783901,4.04,48.31713371167,117.73972880323,139.18574982436,11.82,67.181230550256
92.060490781365,92.060490781365,698.52,721.71,117.35,28.593962579073,3.87,48.886934009289,117.50005017607,138.44941847867,11.99,67.529219658142
92.412314313014,92.412314313014,697.45,715.31,116.81,28.360122518727,3.77,48.597205044398,120.1173407846,131.55467951451,11.17,66.891239627017
91.366616593947,91.366616593947,695.27,721.78,117.65,28.762327422522,3.84,49.070429020386,120.99935813253,133.4194147406,10.7,61.043089341707
91.747758753233,91.747758753233,710.66,720.19,117.35,28.650084193556,3.79,48.780700055495,122.41825560528,131.73637166475,11.31,62.928030342758
88.464072457847,88.464072457847,709.92,730.3,118.67,28.687498603211,3.79,49.701271552513,124.28774889708,130.97135208481,11.08,63.817335840689
88.288160692023,88.288160692023,717.93,724.83,119.81,28.547194567004,3.67,48.982075070468,123.5111901451,132.33882458395,11.13,62.77336851703
90.408874757793,90.408874757793,713.23,728.07,120.28,29.164532326316,3.59,49.39441438684,124.74793186122,132.62570692642,11.39,64.619644061649
91.298206462794,91.298206462794,703.07,730.55,119.52,29.070996302178,3.65,48.953307211186,123.80839164277,135.00683036897,12.75,64.194324040899
90.682515282409,90.682515282409,679.75,739.38,120.5,29.323543567352,3.64,48.924539351904,126.16682933397,132.65439516067,13.47,65.998020486825
90.614105151255,90.614105151255,673.95,729.13,119.24,28.790388229763,3.65,48.013557141314,125.42861916234,134.70082253699,13.68,66.151526567329
91.122294696969,91.122294696969,659.09,725.18,119.49,28.958753073212,3.68,48.320414306987,125.18894053518,134.31831274703,13.48,65.479937465123
91.491407499281,91.491407499281,670.9,714.71,117.81,28.565901771831,3.66,47.88889641776,123.94261167398,134.34700098127,13.99,64.482147941845
92.453043484251,92.453043484251,671.32,711.37,118.06,28.612669783901,3.6,47.821771412769,123.99054739941,134.80601272924,14.72,64.462959681782
90.957165285409,90.957165285409,683.85,708.44,117.43,29.230007543213,3.6,47.735467834924,123.0989429064,138.17209888095,15.49,64.280671211183
91.054300233386,91.054300233386,659.59,714.41,118.57,29.697687663905,3.74,48.531378608387,122.90720000467,141.01223407146,16.32,64.846724883043
92.113071166332,92.113071166332,602.0,707.88,117.58,29.744455675974,3.55,47.821771412769,121.26779819494,140.40021840751,16.375,64.155947520773
95.017406110836,95.017406110836,606.57,705.06,116.73,30.343086230459,3.61,47.850539272051,122.63875994226,144.0531869017,18.06,66.113150047203
101.36031821372,101.36031821372,616.88,721.46,108.89,30.081185362872,3.73,48.847825060486,123.00307145553,145.26765548484,18.15,66.602450678811
102.06940333395,102.06940333395,626.2,725.37,108.76,30.109246170113,3.66,49.327289381849,122.43742989545,146.20480447026,17.81,66.487321118432
102.65221302181,102.65221302181,620.5,742.21,110.1,29.884759712181,3.45,49.969771572476,122.1977512683,144.60782609715,17.63,66.650421328968
102.93390437094,102.93390437094,631.0,737.77,110.56,30.099892567699,3.99,49.653325120376,120.31867083141,144.5791378629,18.12,65.930861576604
104.06066976747,104.06066976747,632.99,780.0,113.44,30.548865483563,2.62,53.489039691282,120.59669803891,144.55044962865,18.01,65.691008325816
103.84697288192,103.84697288192,627.9,774.92,112.42,30.109246170113,2.7,53.306843249164,123.24275008269,142.45620852858,18.65,66.400973948149
104.40064208539,104.40064208539,635.35,776.25,112.29,29.903466917009,2.62,54.073986163345,123.53995158036,141.03135956095,17.02,66.938245229914
106.70274035244,106.70274035244,625.89,787.68,110.45,29.286129157696,2.76,54.141111168336,123.53036443527,140.495845855,16.54,67.024592400198
108.88827668191,108.88827668191,620.75,780.0,109.64,28.584608976659,2.7,53.364378967728,122.50453991105,142.34145559159,16.9,66.257061997676
108.82999571313,108.82999571313,614.82,775.39,110.84,28.73426661528,2.72,53.086289661337,122.24568699373,143.393357514,16.86,66.007614616856
107.2758365455,107.2758365455,603.17,771.91,110.51,28.790388229763,2.8,53.07670037491,121.65128399838,141.65293796965,16.44,66.34340916796
105.89652028423,105.89652028423,595.93,764.32,110.61,27.789552771484,2.81,52.405450325001,122.34155844459,150.73754548137,14.95,66.007614616856
105.54683447151,105.54683447151,594.6,757.54,108.99,27.621187928035,2.76,52.079414586474,122.29362271916,148.0599769516,14.44,64.664436412444
105.43027253394,105.43027253394,591.43,759.47,110.63,27.471530289414,2.74,52.184896737174,122.6771085226,150.63235528913,14.45,65.297648994524
107.78093827498,107.78093827498,602.08,760.12,113.64,27.518298301483,2.64,52.223253882883,122.84967713416,149.226631811,14.34,65.451155075028
106.66388637325,106.66388637325,586.14,768.07,113.71,28.004685627002,2.8,52.856146787083,122.25527413881,149.93427492244,14.7,66.237873737613
107.93635419174,107.93635419174,593.19,758.57,112.22,27.686663144932,2.76,52.319146747156,122.12105410761,150.85229841836,14.58,65.854108536352
106.8387292796,106.8387292796,598.5,765.12,112.55,27.967271217346,2.83,53.153414666328,122.30320986424,151.30174742158,14.78,66.295438517802
105.86737979984,105.86737979984,593.64,769.67,116.06,28.500426554935,2.83,53.28766467631,121.77591688451,147.62965343789,14.9,66.257061997676
106.4210490033,106.4210490033,598.69,762.9,114.1,29.398372386662,2.85,52.961628937783,120.49123944296,148.89193574478,15.31,65.710196585879
104.59491198134,104.59491198134,593.86,768.34,114.7,28.986813880454,2.86,52.789021782092,120.63504661925,150.03946511468,15.12,66.007614616856
102.17625177672,102.17625177672,579.87,765.89,116.14,29.17388592873,2.86,52.462986043565,118.85183763322,149.73345728271,14.97,65.268866604429
102.64249952701,102.64249952701,582.95,753.28,113.69,29.014874687695,2.78,51.341039531575,118.08486602633,151.08180429235,14.77,65.355213774713
103.0893202877,103.0893202877,569.63,754.84,113.05,28.958753073212,2.79,51.983521722202,118.19991176736,150.73754548137,15.0,65.240084214335
103.66241648077,103.66241648077,560.48,757.56,112.54,29.286129157696,2.68,51.753378847947,119.06275482512,150.85229841836,14.96,64.722001192633
102.87562340215,102.87562340215,553.98,760.05,112.25,29.837991700112,2.79,51.84927171222,118.70803045693,151.71294544579,14.81,65.115360523925
102.88533689695,102.88533689695,552.08,762.16,111.85,30.006356543561,2.8,51.647896697248,118.69844331185,151.99982778827,15.25,65.21130182424
102.76877495938,102.76877495938,559.44,755.41,111.45,29.894113314595,2.93,51.293093099439,118.95729622917,151.45475133756,16.09,64.232700561025
102.93390437094,102.93390437094,574.27,758.48,111.02,29.894113314595,2.8,52.415039611429,118.07527888124,150.50803960739,15.29,64.712407062601
101.58372859406,101.58372859406,577.02,757.36,112.18,29.641566049422,2.63,52.117771732184,118.42041610435,149.1921690468,15.09,65.230490084303
99.582748665742,99.582748665742,573.37,750.57,110.67,29.042935494937,2.49,51.388985963711,118.33413179857,150.31327176269,15.54,65.326431384619
99.330197801003,99.330197801003,569.61,750.24,109.89,29.164532326316,2.72,50.986235933766,117.826013109,147.88104892145,16.66,64.626059892318
98.271426868057,98.271426868057,558.93,744.87,109.41,29.239361145627,2.52,50.890343069494,116.53174852237,148.49860550223,16.76,64.443771421719
98.222859394068,98.222859394068,559.47,732.17,107.32,28.827802639419,2.26,49.912235853913,115.02656674384,151.11134488247,16.82,64.674030542475
98.135437940889,98.135437940889,560.26,725.41,107.51,28.565901771831,2.26,50.669789481667,114.70060381091,149.72421779332,17.06,64.789160102853
98.951371503894,98.951371503894,562.8,713.53,105.93,28.344174203098,2.3,49.528664396822,113.5309721104,149.61020734764,18.025,64.79868371892
100.05870991083,100.05870991083,575.14,712.8,105.73,29.184891234546,2.47,48.934128638332,112.31340468446,151.31086316241,18.29,64.655829477917
98.59197219638,98.59197219638,577.49,730.22,108.39,28.981640963207,2.37,49.893057281058,112.34216611972,151.05433965963,18.05,63.598708094496
97.863460086554,97.863460086554,580.21,731.59,109.58,28.70448150229,2.46,50.199914446731,111.87239601049,150.97833269584,18.09,62.989196666217
97.649763201006,97.649763201006,579.04,739.48,109.95,27.854525822145,2.32,50.775271632366,113.58849498092,150.82631876826,17.71,63.055861978685
93.919781198699,93.919781198699,552.52,742.17,109.82,27.725184740384,2.18,50.420468034558,113.94321934911,151.93792061367,17.17,63.293952380356
94.133478084248,94.133478084248,555.23,717.22,106.92,27.198581764642,2.14,48.790289341923,112.3517532648,149.36318471533,17.47,63.179668987554
93.987775662283,93.987775662283,555.15,724.86,107.92,27.374116089889,2.07,49.193039371868,112.22712037868,149.74321953427,18.26,63.341570460691
93.346685005636,93.346685005636,554.04,729.12,108.07,27.254013656825,2.03,49.960182286049,112.62674217232,150.18976044653,17.52,64.79868371892
91.977082239165,91.977082239165,552.94,720.9,106.88,26.644262842808,2.02,49.250575090431,111.38030276836,148.90714293259,16.97,63.922511040769
94.104337599855,94.104337599855,559.5,717.29,105.46,27.143149872458,1.97,49.077967934741,111.2280658946,148.7266263936,17.52,63.31299961249
93.28840403685,93.28840403685,534.9,729.05,107.16,27.374116089889,2.01,50.487593039549,111.96070584959,148.01406110808,17.04,62.503492246807
93.502100922399,93.502100922399,525.0,722.11,104.57,26.588830950624,1.91,49.691682266086,110.87601812402,148.21357938802,16.71,61.579701488321
95.308810954766,95.308810954766,534.1,717.51,103.47,26.819797168055,1.91,50.046485863894,111.48496561908,142.34204143534,17.24,61.065426220711
93.871213724711,93.871213724711,521.1,731.97,105.2,27.041524736789,1.9,50.267039451721,112.88364189679,141.66747963172,18.05,62.960625818016
91.297137603327,91.297137603327,507.08,717.64,101.61,26.40405797668,1.83,48.991664356895,113.39744134575,140.61288300915,16.19,62.760629880612
91.015446254195,91.015446254195,503.82,706.89,102.01,25.600295540021,1.83,48.087056365854,112.20809076946,141.2779439423,15.45,63.027291130484
91.569115457662,91.569115457662,490.48,706.36,101.91,24.851964995545,1.86,47.315759026125,111.06631421622,141.74348659551,15.05,62.208260148734
92.268487083095,92.268487083095,482.07,706.85,101.0,25.600295540021,1.84,47.334803404884,111.83701338966,140.9169108643,15.01,62.655870103877
92.28791407269,92.28791407269,488.1,701.02,99.54,25.748113919177,1.9,46.92534926157,111.33272874531,141.66747963172,15.25,62.67491733601
91.32627808772,91.32627808772,502.13,704.16,99.75,26.496444463652,1.93,47.049137723502,110.41930750272,142.57006232671,16.73,63.712991487298
93.83235974552,93.83235974552,536.26,703.76,104.07,26.367103381891,1.98,47.763301926956,109.80084520305,142.41804839913,17.4,63.808227647967
93.088425262365,93.088425262365,531.07,730.03,110.49,26.459489868863,2.09,49.515384772761,114.80563242808,142.01901183924,17.69,63.255857916089
91.281727231844,91.281727231844,552.1,749.38,112.69,26.718172032386,2.07,49.667739802831,115.57633160151,140.17584296736,17.43,63.113003675086
93.165717156719,93.165717156719,574.81,780.91,114.61,27.392593387283,1.99,50.467603710699,117.93600314487,138.51319063449,16.89,63.674897023031
94.044912454993,94.044912454993,587.0,770.77,115.09,27.817571227356,2.14,52.095898094572,118.56398024915,139.01673676959,17.67,64.28440845131
90.90492924687,90.90492924687,635.35,761.35,112.21,27.383354738586,2.2,52.457741290988,117.7742514665,136.05246518183,16.95,63.198716219688
90.257609631657,90.257609631657,583.35,748.3,109.11,26.810558519358,2.08,49.567756814348,116.44217882105,133.77225626816,17.4,61.160662381379
96.605206455463,96.605206455463,601.25,717.58,94.45,26.986092844605,2.13,48.77265400117,115.00544332489,134.6938407041,17.41,60.903524747574
96.07382468178,96.07382468178,596.53,733.79,97.34,27.392593387283,2.07,49.67726199221,114.58679192204,134.48482155368,16.85,60.951142827909
97.986799067037,97.986799067037,596.38,733.62,97.01,27.004570142,2.12,49.315418795794,113.41647095497,131.47304561355,16.87,60.427343944231
93.040117828394,93.040117828394,575.02,745.46,97.94,27.050763385486,2.02,49.791528264763,112.65528658615,132.59414832944,18.03,59.70354912315
93.513530681311,93.513530681311,571.77,726.67,94.16,27.300206900311,2.09,48.068011987096,112.12245752797,130.71297597567,17.02,58.932136221734
93.387931352986,93.387931352986,574.48,718.56,94.35,27.180104467247,1.8,48.363199857856,110.16240777824,130.78898293946,16.79,57.941680150781
93.842021232314,93.842021232314,570.18,719.08,95.26,27.161627169853,1.95,48.144189502131,111.79895417122,131.13101427651,16.84,59.579742114281
96.151116576134,96.151116576134,593.0,710.49,94.97,27.318684197706,2.03,48.553643645444,109.59151950162,133.05019011217,17.14,58.979754302068
94.093219888964,94.093219888964,581.81,731.39,98.37,27.993105552603,2.21,50.572347793872,110.96165136551,132.65115355228,17.74,60.055922917624
96.57622199508,96.57622199508,617.89,719.57,95.44,28.168639877851,2.25,49.172585955103,109.53443067396,135.81494341999,18.7,58.970230686002
95.194629383506,95.194629383506,617.74,745.34,99.37,27.993105552603,2.39,50.258115544352,111.74186534356,137.00255222918,18.76,60.589245417368
93.677775956812,93.677775956812,607.05,733.07,97.51,27.946912309117,2.34,49.801050454142,111.02825499778,136.43250000077,17.98,61.160662381379
93.185040130307,93.185040130307,607.94,730.91,97.33,27.281729602917,2.14,49.82961702228,109.87696363993,133.78175713864,18.03,60.513056488833
97.291172017853,97.291172017853,632.65,741.0,97.92,27.706707442989,2.275,49.67726199221,110.04823012292,134.20929630995,18.36,61.932075282795
99.233130863492,99.233130863492,633.79,759.33,102.97,28.889254476234,2.505,51.467433595533,112.65528658615,133.75325452722,19.02,60.5225801049
101.78376337717,101.78376337717,636.99,761.53,102.73,29.960937725113,2.75,52.419652533471,113.41647095497,133.82926149101,19.95,59.922592292688
101.69680999602,101.69680999602,675.89,759.44,102.22,30.773938810469,2.77,52.181597798987,111.8750726081,136.27098520272,19.79,58.532144346926
103.68707627563,103.68707627563,689.07,778.01,104.66,31.420644219275,2.87,52.829106676784,112.40790166628,132.8601727027,20.56,58.379766489856
105.05900740041,105.05900740041,693.97,790.3,106.22,31.716280977586,2.98,53.619448395272,113.63531146101,134.66533809268,20.29,58.741663900397
103.20400193592,103.20400193592,675.2,793.96,107.26,31.873338005439,3.0,53.847980940378,114.24425895607,134.190294569,20.98,58.674998587929
104.37304183802,104.37304183802,662.79,782.24,105.93,31.882576654137,3.0,53.276649577615,112.98830474751,131.58705605924,20.71,57.855967606179
104.93340807209,104.93340807209,663.7,765.84,105.02,31.965724492412,2.92,53.010028274992,112.81703826452,135.04537291162,20.79,57.932156534714
103.60012289448,103.60012289448,663.15,768.51,104.63,32.132020168962,2.83,53.152861115683,113.03587877056,137.01205309966,21.0,58.179770552452
103.69673776242,103.69673776242,664.51,767.13,105.51,31.679326382798,2.77,52.705318214852,112.00827987264,136.71752611498,20.94,57.655971668775
102.44074447918,102.44074447918,664.14,760.8,104.77,31.254348542725,2.53,52.210164367125,111.97973545881,135.59642339909,19.66,56.713133678156
105.29088308347,105.29088308347,670.65,756.85,104.04,31.106530163569,2.45,51.543611110568,110.99971058395,130.76998119851,19.46,56.046480553475
107.57099396691,107.57099396691,675.77,769.83,106.22,31.513030706247,2.56,53.03859484313,111.79895417122,131.66306302303,19.36,56.170287562344
106.7497675894,106.7497675894,658.64,776.59,106.79,32.464611522062,2.54,53.448048986444,112.12245752797,134.99786855926,20.51,57.42740488317
108.67240346145,108.67240346145,657.91,760.09,104.55,31.586695266817,2.36,52.562485374162,111.25661030843,136.19497823893,20.83,56.798846222757
109.34870753705,109.34870753705,640.15,762.54,104.66,31.449520851936,2.34,52.505352237885,110.61911839954,138.58919759827,21.02,57.513117427772
112.23749208852,112.23749208852,662.32,750.42,102.12,31.59584022781,2.36,51.476955784913,110.44785191655,139.92419003914,22.15,56.532184972885
111.70611031484,111.70611031484,664.79,760.04,105.42,32.58349601496,2.45,52.629140699817,111.51351003291,140.80160556565,21.7,56.722657294222
114.22775836813,114.22775836813,677.33,762.55,104.6,32.418886717101,2.35,52.352997207815,110.92359214707,139.89588631248,20.76,56.313141803347
114.2760658021,114.2760658021,669.83,775.14,106.49,32.446321600078,2.39,53.124294547545,110.87601812402,139.06564366374,20.13,56.770275374557
115.00067731167,115.00067731167,672.64,772.99,105.61,33.040744064566,2.355,53.143338926304,110.7713552733,140.12231612577,19.98,57.617877204507
111.30032786948,111.30032786948,666.25,779.21,106.18,33.150483596472,2.28,53.238560820097,110.56202957188,140.08457782356,19.97,56.817893454891
112.34376844326,112.34376844326,676.01,768.2,104.38,32.437176639086,2.23,51.610266436224,107.88836947638,142.68852067642,19.0,56.227429258746
113.36788604344,113.36788604344,679.06,777.85,106.07,32.674945624881,2.27,52.572007563541,108.20235802852,140.47139542127,20.41,55.570299750132
114.29538877569,114.29538877569,664.8,783.79,107.12,33.159628557464,2.34,52.58152975292,108.89693876507,140.82047471676,21.72,55.711964348408
113.82197592277,113.82197592277,673.26,762.85,104.24,33.104758791511,2.36,51.753099276915,108.62100943137,142.47152543868,22.13,55.570299750132
114.03452863225,114.03452863225,675.34,771.97,105.45,33.260223128377,2.33,51.353167322981,108.68761306364,141.8960163299,22.15,56.56195193806
114.85575500976,114.85575500976,671.15,769.26,105.41,33.232788245401,2.38,51.124634777876,108.00784341974,141.63184821439,22.46,56.892502667369
113.76400700201,113.76400700201,678.99,769.63,105.74,33.123048713495,2.34,51.657877383121,107.89454847909,142.78286643196,20.5,56.590284857715
115.26153745511,115.26153745511,668.45,776.7,106.95,32.995019259606,2.22,51.600744246845,108.07393213512,142.9998616697,20.37,56.911391280472
114.75914014181,114.75914014181,661.27,777.0,107.32,33.232788245401,2.22,51.600744246845,107.54522241209,142.88664676305,19.96,56.73194945599
113.31957860947,113.31957860947,663.54,759.94,106.26,33.049889025558,2.14,51.36268951236,106.96930646378,142.56587119422,20.44,57.326940768746
109.84144336355,109.84144336355,643.3,760.01,107.77,33.342527777306,2.12,51.276989807946,106.24233059461,140.3015730613,21.86,57.544159819435
110.31002547307,110.31002547307,647.81,745.98,105.13,32.19940765329,1.98,50.439037142561,104.741172631,140.88651674564,22.37,56.590284857715
108.53714264633,108.53714264633,642.35,750.42,104.04,32.162827809322,1.99,50.850456252949,104.85446757165,141.04690453005,22.92,54.654202014619
111.80272518278,111.80272518278,665.6,740.07,103.95,31.376361163998,1.99,49.975599523962,103.82537186074,146.62273868238,22.17,53.284777564624
112.17952316775,112.17952316775,673.25,756.53,108.02,32.089668121385,2.0,50.429579231977,105.84579830234,146.95294882676,23.52,53.785325811863
112.81718129617,112.81718129617,659.68,765.25,109.01,32.510336327023,2.07,50.741690281237,107.48857494176,148.23605110209,24.79,54.38031712462
116.48854627798,116.48854627798,655.49,758.26,107.91,32.574351053968,2.02,50.609279533066,106.89377650335,147.83036435327,24.81,55.419190845305
116.9619591309,116.9619591309,659.37,754.77,106.49,32.620075858928,2.11,51.224043721003,106.61998039678,148.28322397985,24.79,55.239749020823
116.82669831578,116.82669831578,655.65,761.6,107.095,32.693235546865,2.15,51.94284492536,106.97874770884,147.17937864005,24.09,55.513633910822
117.3654248561,117.3654248561,640.95,760.67,108.76,32.409741756109,2.2,51.432117753843,106.54445043635,147.91527553325,23.53,55.353080699443
117.91377151321,117.91377151321,625.31,755.31,103.94,32.391451834125,2.2,51.45103357501,106.11959440891,147.62280369109,23.9,55.126417342203
116.5765752792,116.5765752792,628.35,748.82,102.58,32.720670429842,2.28,51.214585810419,105.81747456718,146.1887482069,23.95,54.880865371859
114.96039565823,114.96039565823,625.9,747.74,103.31,32.528626249007,2.19,50.353915947308,105.84579830234,145.05659914044,23.53,54.408650044275
115.95126768775,115.95126768775,626.55,737.39,101.97,31.925058823526,2.12,49.786441312289,105.9779757331,144.07540328284,23.37,54.059210701862
114.73913297203,114.73913297203,617.1,744.85,104.88,31.778739447652,2.13,50.467410874311,106.3273018001,146.64160783348,23.6,54.739200773584
110.19843784645,110.19843784645,611.01,736.92,104.2,32.208552614282,2.18,51.053801330497,106.62942164183,146.3113976891,23.4,54.43698296393
110.90070637222,110.90070637222,608.61,732.82,103.7,31.979928589479,2.15,50.779521923572,105.40205978479,146.59443495572,22.41,54.285874059103
114.55635075299,114.55635075299,599.03,731.12,103.77,32.620075858928,2.15,51.309164916256,105.91188701772,146.84916849567,22.73,54.795866612894
111.11234894164,111.11234894164,563.91,719.33,102.19,32.876134766708,2.21,50.003973255713,106.29897806494,145.5755007959,23.18,55.060307196341
109.43844861992,109.43844861992,555.77,681.14,99.67,32.391451834125,2.14,45.42634453323,104.67508391562,145.24529065152,23.83,55.626965589442
109.44806873671,109.44806873671,560.88,671.8,97.11,32.391451834125,2.1,44.641337954788,96.810526785494,148.20774737542,24.02,55.381413619098
107.48556491125,107.48556491125,573.15,680.0,97.0,30.617329401652,2.02,45.180438858056,98.037888642537,147.10390203562,24.65,55.485300991167
106.82177685263,106.82177685263,570.76,699.95,98.47,30.397850337841,2.01,45.038570199301,98.651569571058,148.63230327535,24.34,55.579744056684
107.61062642954,107.61062642954,562.44,695.32,97.54,30.315545688911,1.94,44.934533182881,98.963130657846,150.80225565273,23.88,55.617521282891
106.02330715894,106.02330715894,544.83,693.02,95.96,30.471010025778,1.97,44.461637653699,97.867946231561,150.65130244387,25.36,56.033070771165
107.543285612,107.543285612,548.9,680.41,94.07,30.48015498677,1.95,44.149526604439,97.074881647011,149.96257842844,24.41,56.694172229783
107.36050339296,107.36050339296,550.19,683.17,94.12,30.297255766927,1.92,44.348142726695,97.603591370045,150.59469499055,25.17,63.021857619414
107.86074946611,107.86074946611,539.8,676.43,94.26,30.196661196014,1.87,44.452179743115,97.471413939286,148.07566331767,25.42,63.210743750448
105.34027886675,105.34027886675,533.16,671.24,93.24,30.132646469069,1.96,44.556216759535,97.018234176686,147.64167284219,25.61,62.984080393207
106.57165381606,106.57165381606,541.94,667.0,92.47,30.571604596691,1.93,44.877785719379,97.197617832715,147.05672915785,26.16,63.163522217689
107.081520006,107.081520006,537.48,670.0,92.4,30.22409607899,1.86,44.263021531443,96.083550916323,149.10403205304,25.54,62.672418277002
106.57165381606,106.57165381606,543.68,671.64,92.8,29.465064316643,1.83,44.215731978524,96.206287102027,150.82112480384,25.3,62.030205431487
106.1868491444,106.1868491444,532.54,671.68,94.01,29.044396111005,1.8,44.102237051521,95.517076213072,150.04748960842,24.42,62.209647255969
105.41723980108,105.41723980108,520.72,656.99,92.07,29.016961228029,1.83,43.099698529655,94.214184395596,148.10396704433,24.8,61.369103972869
105.77318412236,105.77318412236,511.67,642.0,90.95,28.047595362863,1.74,42.191739113625,93.260618645125,147.73601859773,23.95,60.698558207699
104.91699372792,104.91699372792,496.07,637.2,89.73,27.453172898375,1.715,41.803964779696,93.02458751877,148.19831279987,22.6,61.236883681145
108.16859320344,108.16859320344,504.06,622.61,86.67,26.657561292059,1.67,41.085163575339,92.033256788082,149.39650389521,23.72,60.235787186666
110.35235971511,110.35235971511,524.25,624.25,89.21,26.118008593524,1.66,40.943294916584,90.598187539848,151.10416207046,23.39,60.122455508046
110.63134310206,110.63134310206,533.75,640.15,92.77,26.895330277855,1.71,41.558059104521,92.137110483678,150.08522791064,24.67,60.235787186666
109.97717516024,109.97717516024,536.07,654.91,94.41,26.922765160831,1.72,41.52968537277,91.853873132053,149.9908821551,25.04,60.283008719425
109.09212441542,109.09212441542,538.4,653.29,93.97,27.178824068611,1.7,41.491853730436,91.938844337541,150.08522791064,25.14,60.179121347356
110.83336555468,110.83336555468,548.39,653.2,92.96,27.462317859367,1.73,41.520227462187,91.768901926565,151.77401693478,25.59,60.056345362184
109.14022499938,109.14022499938,540.26,666.98,95.55,28.001870557902,1.81,41.718843584443,92.429789080358,151.91553556809,26.0,60.179121347356
109.59237048858,109.59237048858,538.87,660.92,94.4,27.901275986989,1.87,41.122995217674,91.627283250753,150.56639126389,25.38,59.820237698392
111.98777956966,111.98777956966,527.39,671.67,94.34,28.632872866359,1.89,41.851254332614,92.373141610033,151.87779726587,25.72,60.887444338733
111.86271805137,111.86271805137,522.37,665.52,93.45,28.532278295446,1.89,41.898543885532,93.175647439637,152.89673142569,25.4,61.09521908287
110.9295667226,110.9295667226,521.38,665.07,92.9,28.340234114611,1.86,41.595890746856,92.703585186929,152.74577821683,25.0,60.745779740457
109.87135387553,109.87135387553,529.44,652.47,92.31,28.093320167824,1.82,40.706847151993,91.551753290319,152.92859501445,25.27,60.708002514251
108.29365472173,108.29365472173,522.24,655.3,92.05,27.572057391272,2.01,41.122995217674,91.967168072703,152.69421450468,25.78,61.057441856663
105.96558645819,105.96558645819,516.89,651.08,91.98,27.43488297639,1.84,40.943294916584,89.927859141002,153.09734898148,25.74,60.556893609424
108.04353168515,108.04353168515,517.54,643.41,90.44,26.766180295148,1.85,40.735220883744,90.097801551977,152.95672067562,25.75,61.501324264592
