AAPL,AMZN,GOOGL,FB,GM,AMD,MSFT,MCD,MMM,SHLD,WMT,INTC
108.47147752408,108.47147752408,327.82,546.64,74.24,28.410464588077,2.67,45.557327488001,87.503060116763,133.7053272737,35.62,77.006359374945
107.17947183628,107.17947183628,316.48,555.19,74.88,27.953224056174,2.61,45.667858812275,87.72188615019,133.29075139501,37.31,76.444269160529
105.68796527022,105.68796527022,311.51,556.44,74.25,27.830120836046,2.66,45.695491643343,87.056290298515,133.69611447639,37.8,76.425839973171
104.2154587878,104.2154587878,312.01,558.25,74.72,27.62787983155,2.71,44.930983317119,86.919524027623,132.94066509746,37.76,72.979581937246
103.38895514929,103.38895514929,305.11,561.29,74.61,27.566328221486,2.73,45.013881810324,86.74628675116,133.42894335458,37.07,72.804504657346
103.55995590208,103.55995590208,299.86,558.23,75.0,27.364087216991,2.76,45.032303697703,86.718933496982,132.24049250235,38.72,73.20073218554
103.2654546056,103.2654546056,296.64,551.82,75.6,27.777362313134,2.78,44.838873880225,86.709815745589,134.66345819332,42.81,72.583354409051
102.97222119965,102.97222119965,296.52,551.69,75.26,27.58391439579,2.76,44.857295767603,86.308634684305,133.64083769257,32.67,71.698753415872
102.72628350433,102.72628350433,302.81,555.95,74.83,27.021156818063,2.8,44.08357649769,86.29039918152,133.58556090874,33.26,71.597392885404
103.48301487453,103.48301487453,305.72,564.19,75.76,27.100294602431,2.83,43.816459130696,86.135397407842,132.94987789476,35.83,71.19195076353
102.15873497669,102.15873497669,305.46,563.77,73.88,27.416845739903,2.87,43.696716862733,85.351270788061,132.56294040799,33.25,70.288920582994
101.19390247968,101.19390247968,299.07,567.87,74.99,27.610293657246,2.8,43.24538062195,85.460683804774,133.29075139501,34.92,70.279705989315
101.53443159627,101.53443159627,294.12,560.27,74.11,27.065122253823,2.75,42.4163956899,85.141562506026,133.18019782737,36.74,70.445568675536
100.96688306863,100.96688306863,295.59,558.45,75.86,27.012363730911,2.77,42.941419480199,84.548908665494,133.50264573301,36.99,70.390281113462
99.425042901847,99.425042901847,289.97,558.94,80.77,27.408052652751,2.72,42.821677212236,84.430377897387,133.96328559821,37.42,70.353422738746
99.52909346525,99.52909346525,287.06,549.88,80.28,26.449606153184,2.66,42.287442478248,83.892430565212,133.79745524674,39.0,70.574572987041
99.160186922278,99.160186922278,313.18,548.9,80.67,26.414433804576,2.68,42.490083239416,83.582427017856,133.18019782737,38.97,70.381066519783
97.419704770824,97.419704770824,312.97,553.65,80.04,27.197018561103,2.69,41.467668489887,82.989773177324,131.96410858323,35.95,70.261276801957
96.927829380195,96.927829380195,315.33,542.69,78.37,27.531155872879,2.64,40.878168093763,82.916831166181,132.37868446191,34.42,70.05855574102
94.36440186365,94.36440186365,306.21,538.03,78.69,27.117880776735,2.77,41.338715278235,82.980655425931,132.41553565113,34.79,70.049341147341
92.387441159009,92.387441159009,303.64,532.38,76.95,26.678226419136,2.67,40.601839783079,83.509485006714,132.3418332727,34.96,69.238456903594
91.053702119036,91.053702119036,302.86,522.97,75.95,26.590295547616,2.72,40.187347317054,83.008008680109,131.82591662367,28.41,68.280139160983
92.264472311352,92.264472311352,305.97,536.92,72.63,26.326502933056,2.64,39.367573328693,81.977702772722,132.74719635408,30.0,68.022130537973
93.409028508776,93.409028508776,308.31,540.73,73.21,26.106675754256,2.61,39.809698625787,82.460943596541,133.73296566561,29.56,69.293744465667
94.411697574288,94.411697574288,306.45,548.69,73.59,26.47598541464,2.62,40.279456753949,83.062715188466,133.11570824624,28.49,71.855401508414
95.281938650015,95.281938650015,311.39,544.75,72.99,26.194606625776,2.74,40.205769204433,82.725358386932,132.96830348937,25.72,71.468388573899
95.556253771712,95.556253771712,315.37,555.19,72.91,26.634260983376,2.72,40.555785064632,84.156845355603,132.37868446191,24.78,72.141053912462
95.348152644907,95.348152644907,322.7,570.81,75.91,27.284949432623,2.95,42.232176816111,84.539790914101,132.03781096166,26.36,71.744826384267
93.409028508776,93.409028508776,316.98,583.74,77.52,28.296154455102,3.28,43.08879457923,85.551861318702,132.07466215088,28.85,72.094980944067
94.231973873866,94.231973873866,322.2,574.1,76.29,27.93563788187,3.28,41.937426618049,84.621850676636,131.80749102906,30.3,71.228809138246
94.231973873866,94.231973873866,322.74,587.78,77.555,29.676669137964,3.36,42.453239464658,85.560979070095,133.0420058678,29.12,71.274882106641
94.496829853435,94.496829853435,318.41,586.25,77.44,29.685462225116,3.4,42.453239464658,86.490989712161,133.55792251683,28.22,71.247238325604
93.815771620257,93.815771620257,317.46,580.88,77.08,29.175463170301,3.39,42.149278322906,85.816276109094,133.88037042247,27.06,70.242847614599
95.30085693427,95.30085693427,322.44,579.63,76.55,28.568740156813,3.35,42.278231534558,85.880100368843,133.2539002058,25.18,70.14148708413
94.695471838112,94.695471838112,321.82,588.41,79.04,28.085120363454,3.41,42.701934944273,86.445400955197,132.39711005652,25.23,70.463997862894
95.30085693427,95.30085693427,323.21,587.81,79.0,28.33132680371,3.55,42.775622493789,87.731003901583,131.06125444743,25.98,70.104628709415
92.576624001558,92.576624001558,321.93,587.9,78.79,29.166670083149,3.6,42.74798966272,86.345105689876,131.64166067759,24.85,70.482427050251
96.246771147017,96.246771147017,328.21,585.25,77.22,28.902877468589,3.63,42.407184746211,85.852747114665,131.11653123126,25.66,70.14148708413
97.088634796362,97.088634796362,323.63,598.42,78.535,29.588738266444,3.7,43.365122889913,86.618638231661,131.32842556925,26.41,71.026088077309
95.594090340222,95.594090340222,324.5,591.18,78.29,29.210635518908,3.69,42.886153818062,85.260093274133,131.18102081239,27.68,69.662328212825
95.499498918947,95.499498918947,331.32,597.27,76.8,29.404083436252,3.76,43.346701002534,85.64303883263,130.2965922712,27.4,70.31656436403
96.284607715527,96.284607715527,325.0,605.4,77.91,29.843737793852,3.81,43.770404412249,86.035102142521,130.3058050685,27.68,70.804937829014
96.08596573085,96.08596573085,324.0,597.27,77.0,29.92287557822,3.88,42.996685142335,85.232740019954,130.02942114938,28.0,70.23363302092
95.404907497672,95.404907497672,327.76,593.29,76.43,29.764600009484,3.82,42.849310043304,85.278328776918,129.26475897314,29.56,70.252062208278
96.133261441487,96.133261441487,323.89,588.78,76.08,29.641496789356,3.81,43.070372691851,85.47891930756,129.58720687879,30.37,70.325778957709
96.16163886787,96.16163886787,331.19,581.64,74.58,29.57115209214,3.91,42.59140362,85.223622268561,128.41051493207,33.52,69.855834680083
95.944078598938,95.944078598938,330.52,584.9,77.48,29.254600954668,3.96,43.010501557869,85.105091500455,129.72914248325,34.27,69.818976305367
95.537335487457,95.537335487457,331.33,591.11,77.92,29.553565917836,4.08,43.291435340398,84.758616947528,129.23465715156,34.66,70.123057896773
92.690133707088,92.690133707088,329.75,593.42,77.43,29.272187128972,4.08,43.144060241366,84.795087953099,129.09730011498,33.57,70.500856237609
93.040121965804,93.040121965804,342.34,591.97,76.67,29.078739211629,4.08,43.070372691851,83.053597437073,129.66504253285,32.9,70.712791892225
93.61712963558,93.61712963558,346.38,601.63,77.89,29.228221693212,4.13,42.803255324857,84.339200383459,130.42508480193,33.34,70.519285424967
92.813102554745,92.813102554745,345.95,597.78,77.26,30.134523141064,4.15,42.287442478248,84.858912212849,130.78221309704,33.43,71.422315605504
93.588752209198,93.588752209198,339.0,593.14,75.95,30.178095326057,4.15,41.688731138434,84.804205704492,129.42695700277,32.97,70.546929206004
97.712938176775,97.712938176775,342.38,589.52,75.83,30.03866433408,4.19,41.41240282775,84.922736472599,128.9599430784,32.31,70.040126553662
96.956206806577,96.956206806577,339.04,588.63,76.68,30.326240755033,4.16,41.532145095713,84.612732925243,129.24381428733,34.08,69.800547118009
96.719728253391,96.719728253391,340.02,582.36,74.82,30.326240755033,4.17,41.845317181154,85.451566053381,127.54974416949,34.8,69.570182276036
96.606218547861,96.606218547861,343.18,580.32,73.855,30.22166751105,4.14,41.338715278235,85.834511611879,128.75848609141,35.46,69.938766023194
95.432339009842,95.432339009842,341.83,583.0,74.63,30.247810822045,4.16,41.329504334545,85.563312523058,128.30978643858,35.94,69.892693054799
96.04812916234,96.04812916234,334.02,588.12,75.9601,30.369812940025,4.19,41.453852074353,85.07515416318,128.94162880685,34.67,69.588611463394
95.840028035536,95.840028035536,331.59,590.57,75.02,30.212953074051,4.18,41.605832645229,85.373473160883,127.36660145405,33.43,69.745259555936
95.140051518103,95.140051518103,332.91,592.54,74.57,29.838232283113,4.25,41.58741075785,85.382513130511,125.95640254515,33.09,69.782117930652
95.130592375976,95.130592375976,335.78,592.42,74.57,30.151952015061,4.24,41.651887363676,85.45483288753,125.66337420044,33.38,69.616255244431
95.092755807466,95.092755807466,335.13,595.41,74.81,30.090950956071,4.28,41.403191884061,85.147473920199,125.04984610371,35.95,69.072594217373
93.796853336002,93.796853336002,334.53,597.11,75.29,30.125808704065,4.27,41.75320774426,85.382513130511,125.13226032566,35.5,68.998877467941
92.680674564961,92.680674564961,333.63,592.7,74.59,29.97766327509,4.21,41.295487861074,85.201713737963,126.35931651912,35.16,68.639508314462
92.226635742842,92.226635742842,333.21,583.71,73.63,29.48965480317,4.13,41.002547135834,84.785875135104,127.18345873861,35.16,68.095847287405
91.980698047528,91.980698047528,326.28,584.65,74.296,29.585513610154,4.08,40.526518457321,84.668355529949,126.93621607276,35.71,68.547362377673
90.779386997339,90.779386997339,319.32,584.56,73.77,29.585513610154,4.11,40.35258490171,84.93955461877,126.12123098905,35.84,68.215637005231
90.798305281594,90.798305281594,318.33,572.12,72.83,29.36765268519,4.08,39.839938632541,84.577955833675,125.24214595493,36.13,68.390714285131
89.61591251566,89.61591251566,316.8,577.25,73.44,29.454797055175,4.14,39.546997907302,84.550835924793,122.78803356801,37.62,68.519718596636
89.369974820346,89.369974820346,311.45,577.94,73.06,29.219507256214,4.12,39.546997907302,84.568915864047,121.92726280543,37.83,68.805371000683
89.379387139969,89.379387139969,313.89,571.81,73.17,28.853500902274,4.1,39.574461100293,84.351956592991,121.23132048675,37.05,68.141920255799
89.529984253937,89.529984253937,312.32,574.49,72.47,29.106219575232,4.12,39.12589561477,84.496596107029,122.67814793874,37.37,68.372285097773
89.972363276217,89.972363276217,313.65,573.14,72.69,29.071361827238,4.08,39.437145135337,84.460436228519,124.39053232812,37.07,67.145465841868
90.480628535859,90.480628535859,307.06,582.27,73.51,29.289222752202,4.0,39.702622667585,85.255953555728,123.47481875091,37.69,67.328573193495
89.98177559584,89.98177559584,312.99,573.6,72.36,29.141077323227,3.97,39.235748386735,85.2469135861,123.07190477694,37.27,67.328573193495
92.381917099704,92.381917099704,322.51,579.55,72.65,29.472225929173,3.91,39.510380316647,85.481952796412,124.40884659967,38.15,67.365194663821
92.598400451033,92.598400451033,320.0,595.44,74.677,29.899233342103,3.82,39.893491858874,86.738508574616,124.66524640129,39.43,68.463838773587
93.200788906905,93.200788906905,320.41,593.95,73.71,30.021235460083,3.79,40.174074147267,86.620988969461,124.53704650048,38.65,69.068093033958
91.931066989763,91.931066989763,324.01,599.02,74.92,30.413385125018,3.73,40.251886527409,86.584829090951,125.0223746964,38.38,69.315287958655
91.327737301929,91.327737301929,358.61,598.08,75.19,30.561530553994,3.76,40.737069603586,86.530589273187,124.22570388422,38.71,69.553327515771
91.478334415897,91.478334415897,358.14,603.01,74.98,31.145397832898,3.73,40.645525626949,86.196110396974,122.8887620615,39.19,69.901231483864
89.153491469017,89.153491469017,360.84,605.19,71.29,32.60070881166,3.76,41.075782317144,86.196110396974,121.64339159649,38.49,70.487175009073
88.418389306461,88.418389306461,359.76,603.57,69.27,32.90571410661,3.8,41.039164726489,87.027787602692,121.8723199908,38.28,70.166737143724
88.88053419995,88.88053419995,358.66,598.44,69.4,32.618137685657,3.78,41.043741925321,88.184903714996,122.76056216069,37.85,70.285756922282
87.619189247272,87.619189247272,352.454,605.11,68.4199,32.60070881166,3.83,40.911003159197,89.486659341337,121.25879189407,38.6,70.578728684886
89.209965386755,89.209965386755,355.9,580.82,66.4099,32.330561264704,4.57,40.764532796577,88.92618122444,121.89979139811,37.37,70.13927104098
89.718230646397,89.718230646397,354.44,590.62,67.66,32.66170987065,4.66,40.35258490171,89.739778490903,121.26794902984,39.27,70.368155230515
90.781822763795,90.781822763795,355.32,593.06,67.165,32.748854240636,4.53,38.860418082522,90.670895362522,120.16909273719,38.91,70.349844495352
89.624107450167,89.624107450167,346.2,594.26,67.9,32.853427484619,4.64,38.576631754947,90.824574846188,121.55182023877,39.45,70.084338835492
89.449979537141,89.449979537141,327.92,586.65,66.34,33.071288409583,4.37,38.530859766628,90.734175149914,121.12143485749,38.93,70.331533760189
89.784116883758,89.784116883758,329.97,580.04,64.8725,32.896999669612,4.29,38.160106661247,90.924014512089,118.88709372909,38.35,70.551262582142
89.746467605266,89.746467605266,323.81,583.36,64.97,33.08871728358,4.23,38.146375064751,91.36697302383,119.78449303476,38.94,70.688593095863
90.328148957967,90.328148957967,333.55,578.4,62.76,32.748854240636,4.22,38.247073439052,90.481056000348,121.39614893065,38.92,70.175892511306
88.50404141503,88.50404141503,337.492,590.76,65.29,32.626852122656,4.26,38.439315789991,90.553375757367,121.34120611602,40.12,69.644881191585
87.986363835765,87.986363835765,332.85,593.08,66.29,32.888285232613,4.24,38.26538223438,91.285613297184,122.30270537209,40.92,69.351909428981
88.024013114257,88.024013114257,332.39,590.78,66.45,32.888285232613,4.34,38.356926211017,90.878814663952,122.80634783955,41.44,69.232889650423
87.468686256501,87.468686256501,324.78,591.49,68.06,32.757568677634,4.22,38.329463018026,91.303693236438,122.77887643223,40.41,68.921607152656
86.574515892316,86.574515892316,324.57,584.67,67.29,31.633406304819,4.19,38.173838257743,91.068654026127,122.56826230948,39.96,68.729344433447
85.557985373032,85.557985373032,325.69,585.69,67.6,31.912268288773,4.11,38.677330129248,91.719531839297,121.49687742414,38.16,68.976539358144
85.049720113391,85.049720113391,327.44,584.77,67.13,32.156272524733,4.03,38.19214705307,91.764731687434,121.06649204285,38.13,68.582858552145
84.974421556407,84.974421556407,324.16,585.93,67.44,32.321846827706,3.96,38.475933380646,91.855131383708,123.37409025742,38.85,69.232889650423
85.492099135671,85.492099135671,327.24,572.54,65.72,31.877410540779,3.94,38.215033047229,91.728571808925,123.01696196231,38.79,69.553327515771
85.567397692655,85.567397692655,324.2,574.29,65.37,31.955840473766,4.01,38.439315789991,92.126330472529,121.66170586804,39.73,69.388530899307
86.46156805684,86.46156805684,327.0,566.52,64.5,31.56369080883,4.1,38.155529462415,92.135370442156,121.72580581844,41.02,69.287821855911
86.762762284776,86.762762284776,334.38,564.99,64.3415,31.694407363809,4.36,37.999904702132,92.126330472529,121.05733490708,40.98,69.461773839958
86.668639088546,86.668639088546,325.62,560.66,65.6,31.633406304819,4.4,38.128066269424,91.620092173396,120.48043535344,39.55,69.306132591074
86.781586924022,86.781586924022,327.62,550.615,64.4,31.68569292681,4.47,38.155529462415,91.547772416377,120.47127821767,39.57,68.656101492796
85.915653518706,85.915653518706,326.27,552.3,64.19,31.424259816853,4.44,37.990750304468,91.394092932712,119.55556464046,39.2,68.976539358144
86.866297800629,86.866297800629,325.91,560.35,64.5,31.049539025914,4.28,37.743581567547,90.842654785442,120.6910494762,39.1,68.921607152656
88.344031981439,88.344031981439,335.2,559.5,64.2901,30.95368021893,4.29,37.148545719405,90.182737002644,120.9840778209,38.51,69.333598693818
88.711112446736,88.711112446736,332.41,567.5,65.781,31.476546438844,4.29,37.40486885399,90.779374998051,119.17096493803,39.08,69.727279499818
88.193434867471,88.193434867471,327.5,568.3,65.77,31.720550674804,4.2,37.633728795583,91.19521360091,119.44567901119,40.02,70.148426408561
86.804445414535,86.804445414535,329.67,570.73,62.88,31.80769504479,4.07,37.780199158202,91.647212082278,119.15910763461,40.98,70.505485744235
87.043787256377,87.043787256377,323.57,566.03,62.5,31.851267229783,4.06,37.972441509141,92.171530320666,117.99462712024,40.8,70.688593095863
86.70359913286,86.70359913286,306.78,564.93,63.186,31.34994470622,4.08,37.72527277222,92.614488832407,118.5677698734,40.09,70.789302139258
85.724717892068,85.724717892068,307.19,553.76,63.34,31.566032000859,4.04,36.910531380148,92.60544886278,117.26682679876,40.17,70.615350155212
84.529353299948,84.529353299948,308.84,554.51,62.87,30.476952035879,3.94,36.883068187157,91.71049186967,115.8658111799,38.9,70.230824716794
85.114261733663,85.114261733663,312.55,564.34,63.08,30.131212364457,3.97,37.340788070343,92.234810108057,115.28357092272,39.36,70.276601554701
85.434280600844,85.434280600844,313.78,571.65,63.3,29.889194594461,4.0,37.478104035299,91.692411930415,112.71807478949,42.055,70.285756922282
83.905450970652,83.905450970652,310.16,570.56,63.83,29.776829201249,4.03,36.928840175476,91.611052203769,116.62090401344,41.15,69.562482883353
84.12327893907,84.12327893907,310.82,570.45,63.51,29.897838086247,4.0,36.626745052573,90.848747804619,116.49353895718,38.24,69.150491342191
82.576969286721,82.576969286721,312.24,574.87,63.48,29.336011120185,4.04,36.79152421052,91.799386231794,118.49498984126,37.64,69.205423547679
81.654561963667,81.654561963667,304.91,563.8,61.351,29.068062874833,4.02,36.727443426874,91.476527898036,118.09469966444,37.64,69.223734282842
81.525478723123,81.525478723123,305.01,555.45,60.52,28.886549547336,4.01,36.709134631546,91.880100815234,117.32141182287,38.1,69.022316196051
81.310339988883,81.310339988883,301.19,549.7,60.49,28.921123514479,4.1,36.937994573139,91.978751972771,118.4676973292,36.56,69.269511120749
81.294204583815,81.294204583815,296.755,540.39,58.56,28.584027334842,4.05,36.32464992967,91.055018406742,122.55247663352,37.95,69.296977223493
80.342215684804,80.342215684804,297.7,538.83,59.21,29.603959365538,4.09,36.388730713316,91.557242481476,124.1627348448,39.63,70.13927104098
79.173743434463,79.173743434463,295.19,528.3,58.0199,29.387872070899,4.02,36.461965894626,92.498912621603,124.62670754974,40.14,70.505485744235
79.852775064408,79.852775064408,297.62,529.12,57.919,29.699037775179,3.96,36.25141474836,91.924942250478,124.91782767833,39.33,70.34068912777
79.837984276429,79.837984276429,304.64,534.41,59.23,30.200360298741,3.98,36.837296198838,92.400261464066,125.69111551991,40.7,72.089364335815
79.712934887152,79.712934887152,302.86,541.54,59.83,30.381873626238,4.03,37.002075356786,92.848675816507,125.94584563243,43.23,72.45557903907
78.733045183544,78.733045183544,292.24,538.43,59.83,30.096638397314,3.97,36.338401769305,92.247800584236,125.00880271852,43.47,72.464734406651
79.062140216076,79.062140216076,288.32,526.62,57.24,29.586672381967,3.87,35.947470752022,92.310578593577,122.52518412146,42.94,72.510511244558
79.202539430031,79.202539430031,292.71,520.17,56.76,30.122568872671,3.93,36.038384942088,91.431686462792,123.88980972424,41.76,72.043587497908
79.480663587197,79.480663587197,297.38,518.0,57.39,30.312725691953,3.97,35.842919433446,91.440654749841,124.13544233274,41.74,71.375245664467
80.356487255198,80.356487255198,310.05,522.57,58.53,30.036133954816,4.01,35.511082639706,90.53485775791,124.29919740507,40.58,70.983973920003
79.235967814305,79.235967814305,308.01,535.33,61.22,30.036133954816,4.09,35.84746514295,90.705255211837,125.22714281496,42.67,71.539033836568
79.088882923496,79.088882923496,307.89,533.87,60.46,30.226290774098,4.12,36.083842037121,90.965335536253,125.20894780693,44.02,71.994000981293
78.903021106928,78.903021106928,304.13,538.53,61.15,30.165786331599,4.2,36.365676026325,90.543826044958,125.95494313644,44.53,72.521762869174
79.202539430031,79.202539430031,300.38,534.88,59.78,29.802759676605,4.09,36.729332786588,90.920494101009,125.66382300785,43.81,72.530862212068
79.437875255325,79.437875255325,296.58,536.33,58.15,29.379228579113,4.03,36.829338395661,91.028113545595,,44.45,72.49446484049
76.476120408576,76.476120408576,303.83,522.98,56.14,29.180428268045,3.96,37.156629479897,89.960887386785,,43.5,72.576358926541
75.918534958872,75.918534958872,337.15,523.1,57.71,29.145854300903,4.05,36.283853255266,90.337555442835,,41.81,71.539033836568
70.16617859286,70.16617859286,324.58,534.44,60.87,29.534811431253,4.28,36.238396160233,89.53937789549,,43.22,71.256954206838
71.095353962163,71.095353962163,329.32,537.51,61.36,29.724968250535,4.25,36.083842037121,88.902629515023,,43.25,71.011271948687
71.024619501037,71.024619501037,330.87,545.5,63.0301,29.586672381967,4.3,36.356584607318,89.073026968951,,40.76,70.574503489751
70.191584164908,70.191584164908,324.91,539.37,61.24,29.370585087328,4.12,36.311127512285,89.38691701566,,39.6,70.610900861329
69.39866288991,69.39866288991,323.68,543.34,58.94,29.370585087328,3.69,36.374767445331,89.907077664492,,38.33,70.665496918696
69.258250304602,69.258250304602,316.08,563.9,59.72,29.361941595542,3.76,36.729332786588,90.427238313324,,33.6,70.265125831338
69.755678033965,69.755678033965,315.91,548.7,59.09,28.834688596623,3.79,36.13839055116,90.427238313324,,33.57,69.955748172925
69.478891012169,69.478891012169,311.73,545.2,58.89,28.134565761993,3.71,35.620179667785,89.781521645808,,31.71,70.41071531765
69.996362400744,69.996362400744,317.11,537.76,58.53,27.598669271288,3.65,35.646544782904,89.046122107804,,32.62,69.609973142934
70.910962994503,70.910962994503,331.805,546.69,59.16,28.78282764591,3.85,35.783825209904,89.171678126488,,34.4,69.964847515819
69.99101385926,69.99101385926,327.07,567.04,62.41,29.059419383047,3.98,36.792972719634,88.203103125215,,35.97,70.947576548425
69.995025265373,69.995025265373,317.76,557.51,58.1901,29.845977135533,3.99,36.202030484206,87.960959374896,,36.99,71.13866274921
71.111533300152,71.111533300152,323.0,540.63,56.95,29.48295048054,3.88,36.183847646193,87.001352660672,,38.1,70.347019917388
72.043516653734,72.043516653734,333.62,545.25,56.749,30.087994905529,4.01,36.247487579239,87.772625346871,,32.19920220349397,70.347019917388
72.546279553227,72.546279553227,341.96,571.5,59.49,30.632534888019,4.0,37.28390934599,87.584291318845,,32.183202599914594,70.483510060806
72.425937369838,72.425937369838,342.99,569.307397396872,62.72,30.148499348028,4.06,37.593017592213,87.521513309504,,32.09520478022803,70.22872845976
71.76940390268,71.76940390268,336.365,569.2020722682902,62.62,29.681750791608,4.07,37.656657525259,87.799530208017,,31.17522757441389,69.855655401085
71.785449527132,71.785449527132,338.29,558.98051931353,60.24,29.750898725892,4.01,37.265726507976,87.916117939652,,30.623241250925428,69.546277742672
71.865677649392,71.865677649392,338.47,561.8092513383017,60.01,30.018846971244,3.88,36.638418596522,87.207623262795,,29.887259486274154,69.164105341103
72.175893055462,72.175893055462,343.41,558.8651632203212,60.97,29.828690151962,3.91,35.783825209904,86.239048261521,,29.855260279115384,69.282396798732
72.87254058375,72.87254058375,354.71,567.73755143277,60.385,29.578028890181,4.05,36.174756227187,85.952063075959,,29.903259089853524,69.364290884782
72.097002068574,72.097002068574,351.85,581.1539666211819,64.89,29.828690151962,4.05,36.674784272549,86.014841085301,,30.759237881350153,69.94664883003
71.251932514106,71.251932514106,360.62,580.7577435184213,64.1,30.373230134452,4.05,36.820246976654,86.256984835619,,30.87923490819546,69.846556058191
70.694347064402,70.694347064402,368.97,593.3516196074315,67.24,30.26086474124,4.04,36.51113873043,85.620236455152,,30.74323827777074,69.245999427154
71.036653719376,71.036653719376,373.23,600.4334806339876,66.97,30.476952035879,4.05,36.665692853542,86.63365289167,,31.10322935830673,68.590846738749
71.05537361457,71.05537361457,378.77,601.4817164374934,68.24,30.174429823384,3.98,35.702002438844,86.185238539228,,30.975232529671707,67.680912449299
70.432268531687,70.432268531687,375.04,607.5053106959168,69.19,30.399160609809,3.89,35.956562171029,87.270401272137,,29.423270982472236,68.035786822185
70.158155780634,70.158155780634,373.74,597.8956465833945,68.7399,29.932412053389,3.8,34.592849320042,87.530481596552,,28.75128763213845,67.953892736134
70.955088461746,70.955088461746,371.51,588.2157657184842,67.72,29.465663496969,3.85,34.274649654811,87.512545022455,,28.223300714019054,67.589919020354
71.752021142857,71.752021142857,370.64,596.3709399601133,68.83,29.208620779635,3.86,34.447386615936,87.324210994429,,29.215276135940368,68.181376308497
71.682490103566,71.682490103566,368.82,605.5191796998006,70.8799,29.868363754124,3.91,34.792860538186,88.525961458972,,30.07125492743697,68.727336882167
70.991191116762,70.991191116762,370.53,601.8528621286869,70.1,30.142542652613,3.85,34.565575063022,88.588739468314,,30.06325512564727,68.172276965602
70.927008618955,70.927008618955,372.06,607.660790647633,72.03,31.779047952968,3.81,34.38374668289,85.378092704834,,30.759237881350153,67.726409163772
70.968459815455,70.968459815455,372.16,609.2757759525558,69.8,32.293133387634,3.95,34.456478034943,85.647141316299,,29.01528109119817,67.862899307189
71.183738610185,71.183738610185,372.37,611.6932384276267,70.84,32.164612028968,3.73,34.683763510107,85.718887612689,,28.383296749812796,67.700158541465
71.033979448634,71.033979448634,363.9,611.0161483153144,71.57,32.147475847812,3.71,34.647397834081,85.216663537955,,28.3912965516025,67.627829312254
70.568656339529,70.568656339529,359.78,609.3359617403171,68.8,31.641958503724,3.7,34.920140404278,85.18079038976,,29.391271775313488,67.926187382749
70.365411763138,70.365411763138,362.1,603.2070423533116,67.41,31.025055982124,3.67,34.347381006864,84.588883444537,,29.647265432583506,67.01303086396
70.55662212119,70.55662212119,360.13,609.7071074315105,68.46,31.016487891546,3.71,34.829226214213,85.33325126959,,28.69528901961065,67.53741777574
69.176698418325,69.176698418325,359.8,611.4926191350897,68.94,31.504869054479,3.71,34.420112358916,85.270473260248,,27.57531676905431,67.410841624621
69.806489178062,69.806489178062,358.32,611.9741054371785,69.26,31.556277597946,3.7,34.06554701766,85.270473260248,,25.903358195009567,67.609747004951
70.540576496738,70.540576496738,351.78,611.8888422378503,69.85,30.930806985768,3.69,34.129186950706,85.919627973774,,24.999380592774823,66.316862032805
70.233035361409,70.233035361409,346.76,608.132245985095,70.78,31.316371061768,3.71,34.265558235805,85.812917609907,,24.399395458548227,66.316862032805
71.021945230295,71.021945230295,349.8,603.7587454077884,68.59,31.436324329857,3.69,34.529209386995,85.768454958295,,26.247349671966134,66.108915498823
71.853643431053,71.853643431053,347.38,603.9192408418179,69.63,31.282098699457,3.69,34.320106749844,85.145977835736,,26.383346302390834,66.470561644878
73.006254120849,73.006254120849,353.65,603.0315004723417,68.06,30.870830351724,3.72,34.101912693686,84.968127229291,,26.27934887912488,67.673035080511
72.73882704665,72.73882704665,357.35,607.3147223680068,67.3,31.110736887902,3.7,34.020089922627,85.386076154438,,26.399345905970208,68.107010455776
72.797661002974,72.797661002974,357.2,603.2622126587593,67.09,30.802285627102,3.69,33.947898750377,85.172655426703,,26.575341545343345,68.522903523739
71.659758802259,71.659758802259,349.25,601.807722787866,67.33,30.159678833768,3.7,33.938874853846,84.88809445639,,27.83931022811404,68.13413391673
71.665107343743,71.665107343743,361.79,595.1822706518317,64.45,30.468130094568,3.69,33.812540302409,84.381220228021,,25.89535839321987,67.772487770676
70.733123990161,70.733123990161,360.87,596.932673979217,64.851,30.202519286657,3.7,33.546335354739,84.781384092523,,24.83138475519135,67.627829312254
69.488250959766,69.488250959766,361.08,588.2809669885588,63.548,29.902636116435,3.63,33.207939234819,84.354542637054,,22.90343252387657,66.687549332511
68.529524898764,68.529524898764,354.59,590.5429495119135,64.32,30.939375076346,3.47,32.99136571807,85.297150851215,,22.767435893451864,66.67850817886
68.134745069163,68.134745069163,346.45,581.7758864280466,62.16,30.185383105502,3.41,32.648457649884,84.425682879632,,22.96743093819407,65.837680889282
67.629639563275,67.629639563275,347.95,573.3699380707463,62.19,30.19395119608,3.31,32.323597374761,83.216298755804,,22.02345432701089,65.882886657539
66.664622202027,66.664622202027,346.15,570.8421349847802,62.75,30.690900449591,3.37,32.801863890915,82.780564770012,,21.79146007510996,65.75631050642
66.541004275586,66.541004275586,358.69,568.46981185053,61.48,30.202519286657,3.33,32.91917454582,82.718317057757,,22.59144025407874,65.69302243086
66.432273669319,66.432273669319,403.01,592.3134147685525,62.57,30.913670804613,3.43,34.146424474064,83.740958044818,,23.31942221694034,67.519335468437
